src_image_path,src_country,tgt_image_path,prompt
https://storage.googleapis.com/image-transcreation/part1/india/houses_Villa.jpg,india,./outputs/controlnet/france/india_houses_Villa.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/flower_Marigold.jpg,india,./outputs/controlnet/france/india_flower_Marigold.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/flower_Jasmine.jpg,india,./outputs/controlnet/france/india_flower_Jasmine.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/flower_Hibiscus.jpg,india,./outputs/controlnet/france/india_flower_Hibiscus.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/flower_Indian-Lotus.jpg,india,./outputs/controlnet/france/india_flower_Indian-Lotus.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/flower_Rose.jpg,india,./outputs/controlnet/france/india_flower_Rose.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Lychee.jpg,india,./outputs/controlnet/france/india_fruit_Lychee.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Chikoo.jpg,india,./outputs/controlnet/france/india_fruit_Chikoo.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Mango.jpg,india,./outputs/controlnet/france/india_fruit_Mango.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Guava.jpg,india,./outputs/controlnet/france/india_fruit_Guava.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Papaya.jpg,india,./outputs/controlnet/france/india_fruit_Papaya.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Spinach.jpg,india,./outputs/controlnet/france/india_vegetable_Spinach.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Cabbage.jpg,india,./outputs/controlnet/france/india_vegetable_Cabbage.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Eggplant.jpg,india,./outputs/controlnet/france/india_vegetable_Eggplant.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Okra.jpg,india,./outputs/controlnet/france/india_vegetable_Okra.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Cauliflower.jpg,india,./outputs/controlnet/france/india_vegetable_Cauliflower.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_wheat-farming.jpg,india,./outputs/controlnet/france/india_agriculture_wheat-farming.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_rice-cultivation.jpg,india,./outputs/controlnet/france/india_agriculture_rice-cultivation.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_tea-plantations.jpg,india,./outputs/controlnet/france/india_agriculture_tea-plantations.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_dairy-farming.jpg,india,./outputs/controlnet/france/india_agriculture_dairy-farming.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_cotton-production.jpg,india,./outputs/controlnet/france/india_agriculture_cotton-production.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Rolling-pin.jpg,india,./outputs/controlnet/france/india_utensil_Rolling-pin.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Skimmer.jpg,india,./outputs/controlnet/france/india_utensil_Skimmer.jpg,make the image culturally relevant to France
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Pressure-Cooker.jpg,india,./outputs/controlnet/france/india_utensil_Pressure-Cooker.jpg,make the image culturally relevant to France
